皮肤ID,卡牌组ID,皮肤图片,皮肤图片名,下牌动画,提示文字,皮肤显示时间,是否是特殊异画皮肤,外框名,异画皮肤ICON点击TIPS,异画ICON文件名,皮肤短描述,皮肤长描述,获取途径,升级解锁皮肤等级,异画标记图片名,获得方式,部署音效,死亡音效,皮肤录像
120181,12018,mad_crocodime_lv1,疯鳄鱼,,,2023|4|20|0|0|0,0,skin_dec,,,“该闹就闹，该逃就逃！”--鳄鱼族祖训,,,1,,,,,
120182,12018,mad_crocodime_lv2,疯鳄鱼,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,“该闹就闹，该逃就逃！”--鳄鱼族祖训,,,4,special_rare,,,,
120183,12018,mad_crocodime_lv3,疯鳄鱼,,活动获得,2023|4|20|0|0|0,1,skin_dec2,疯鳄鱼--暴走,skin_crocodime,“该闹就闹，该逃就逃！”--鳄鱼族祖训,,,2,special_rare,,,,
120184,12018,mad_crocodime_special1,疯鳄鱼--大佬,special_skin,通行证任务解锁,2023|4|20|0|0|0,1,skin_dec2,疯鳄鱼,skin_mad_crocodime2,“出人头地，横行霸道！”--鳄鱼族祖训,,,2,special_epic,,,,
120191,12019,breaker_2_lv1,破甲射手,,,2023|1|1|0|0|0,0,skin_dec,,,“弓箭？为什么不用火枪呢？” --企鹅族问鸟人族,,,1,,,,,
120192,12019,breaker_2_lv2,破甲射手,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“弓箭？为什么不用火枪呢？” --企鹅族问鸟人族,,,4,special_rare,,,,
120193,12019,breaker_2_lv3,破甲射手（已用）,,,2023|1|1|0|0|0,0,skin_dec,,,“弓箭？为什么不用火枪呢？” --企鹅族问鸟人族,,,99,special_rare,,,,
120201,12020,bannerparrot_lv1,鹦鹉旗手,,,2023|1|1|0|0|0,0,skin_dec,,,日复一日的练习，只为战场上清亮的一句“瞄准！”,,,1,,,,,
120202,12020,bannerparrot_lv2,鹦鹉旗手,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,日复一日的练习，只为战场上清亮的一句“瞄准！”,,,4,special_rare,,,,
120203,12020,bannerparrot_lv3,鹦鹉旗手,,,2023|1|1|0|0|0,0,skin_dec,,,日复一日的练习，只为战场上清亮的一句“瞄准！”,,,99,special_rare,,,,
120204,12020,bannerparrot_special1,鹦鹉旗手--新年,legend_skin_yingwu,活动获得,2023|1|1|0|0|0,1,skin_dec2,鹦鹉旗手--新年,skin_bannerparrot,日复一日的练习，只为战场上清亮的一句“瞄准！”,,,2,special_legend,,,,bannerparrot_special1
120211,12021,falcon_rider_lv1,猫隼骑兵,,,2023|1|1|0|0|0,0,skin_dec,,,“各飞行部队，阶梯状升空！”,,,1,,,,,
120212,12021,falcon_rider_lv2,猫隼骑兵,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“各飞行部队，阶梯状升空！”,,,4,special_rare,,,,
120213,12021,falcon_rider_lv3,猫隼骑兵,,,2023|1|1|0|0|0,0,skin_dec,,,“各飞行部队，阶梯状升空！”,,,99,special_rare,,,,
120221,12022,jungle_ape_lv1,荒野巨猿,,,2023|1|1|0|0|0,0,skin_dec,,,攻防一体的重型坦克。,,,1,,,,,
120222,12022,jungle_ape_lv2,荒野巨猿,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,攻防一体的重型坦克。,,,4,special_rare,,,,
120223,12022,jungle_ape_lv3,荒野巨猿,,,2023|1|1|0|0|0,0,skin_dec,,,攻防一体的重型坦克。,,,99,special_rare,,,,
120231,12023,goblin_bommer_lv1,哥布林投弹手,,,2023|1|1|0|0|0,0,skin_dec,,,“想把什么炸飞么？”,,,1,,,,,
120232,12023,goblin_bommer_lv2,哥布林投弹手,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“想把什么炸飞么？”,,,4,special_rare,,,,
120233,12023,goblin_bommer_lv3,哥布林投弹手--疯狂,,天梯结算奖励,2023|1|1|0|0|0,0,skin_dec2,哥布林投弹手--疯狂,skin_goblin_bommer,“想把什么炸飞么？”,,,2,special_rare,,,,
120241,12024,gambling_crocodile_lv1_md,赌圣鳄鱼,,,2023|4|20|0|0|0,0,skin_dec,,,“那又怎么样！？”——赌圣的口头禅,,,1,,,,,
120242,12024,gambling_crocodile_lv2_md,赌圣鳄鱼,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,“那又怎么样！？”——赌圣的口头禅,,,4,special_rare,,,,
120243,12024,gambling_crocodile_special1,赌圣鳄鱼--财神,,新卡预购赠送,2023|4|20|0|0|0,1,skin_dec2,赌圣鳄鱼--财神,skin_gambling_crocodile,“那又怎么样！？”——赌圣的口头禅,,,2,special_rare,1|75,,,
120251,12025,konoyiki_lv1,女忍,,,2023|4|20|0|0|0,0,skin_dec,,,将美貌和危险都隐藏在黑暗之中。,,,1,,,,,
120252,12025,konoyiki_lv2,女忍,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,将美貌和危险都隐藏在黑暗之中。,,,4,special_rare,,,,
120253,12025,konoyiki_special1,女忍--甜心,special_skin,活动获得,2023|4|20|0|0|0,1,skin_dec2,女忍--甜心,skin_konoyiki,将美貌和危险都隐藏在黑暗之中。,,,2,special_epic,,,,
120254,12025,konoyiki_special2,女忍--上忍,special_skin,通行证任务解锁,2030|1|1|0|0|0,1,skin_dec2,女忍-上忍,skin_konoyiki_1,忍者的修行往往就是那么的艰苦且枯燥。,,,2,special_epic,,,,
120261,12026,kungfu_hound_lv1,功夫猎犬,,,2023|8|1|0|0|0,0,skin_dec,,,拳拳体爆光！,,,1,,,,,
120262,12026,kungfu_hound_lv2,功夫猎犬,,升级至4级解锁,2023|8|1|0|0|0,0,skin_dec,,,拳拳体爆光！,,,4,special_rare,,,,
120271,12027,thegriffin_knight_lv1,狮鹫骑士,,,2023|4|20|0|0|0,0,skin_dec,,,狮鹫骑士的俯冲太过猛烈，甚至有骑士被甩出去的记录。,,,1,,,,,
120272,12027,thegriffin_knight_lv2,狮鹫骑士,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,狮鹫骑士的俯冲太过猛烈，甚至有骑士被甩出去的记录。,,,4,special_rare,,,,
120281,12028,heavy_crossbow_lv1,重型弩车,,,2030|1|1|0|0|0,0,skin_dec,,,对于这巨大的弩箭来说已经没有“射穿”只有“击碎”了。,,,1,,,,,
120282,12028,heavy_crossbow_lv2,重型弩车,,升级至4级解锁,2030|1|1|0|0|0,0,skin_dec,,,对于这巨大的弩箭来说已经没有“射穿”只有“击碎”了。,,,4,special_rare,,,,
120291,12029,airraid_soldier_lv1,伪鼠空袭兵,,,2023|4|20|0|0|0,0,skin_dec,,,伪鼠空袭兵的重要考核标准是它能够在落地前丢出多少爆弹。,,,1,,,,,
120292,12029,airraid_soldier_lv2,伪鼠空袭兵,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,伪鼠空袭兵的重要考核标准是它能够在落地前丢出多少爆弹。,,,4,special_rare,,,,
120301,12030,forest_sniper_lv1,密林狙击手,,,2023|8|16|0|0|0,0,skin_dec,,,优秀的密林狙击手能把自己的射击伪装成那是来自豌豆的。,,,1,,,,,
120302,12030,forest_sniper_lv2,密林狙击手,,升级至4级解锁,2023|8|16|0|0|0,0,skin_dec,,,优秀的密林狙击手能把自己的射击伪装成那是来自豌豆的。,,,4,special_rare,,,,
120311,12031,dust_maiden_lv1,除尘妖精,,,2023|4|20|0|0|0,0,skin_dec,,,保持整洁，否则她可能会把你当灰尘打扫出去。,,,1,,,,,
120312,12031,dust_maiden_lv2,除尘妖精,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,保持整洁，否则她可能会把你当灰尘打扫出去。,,,4,special_rare,,,,
130011,13001,penguin_lv1,企鹅卫兵,,,2023|1|1|0|0|0,0,skin_dec,,,如果因其可爱的外表而轻视他们的话，你就要吃苦头了。,,,1,,,,,
130012,13001,penguin_lv2,企鹅卫兵,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,如果因其可爱的外表而轻视他们的话，你就要吃苦头了。,,,4,special_rare,,,,
130013,13001,penguin_lv3,企鹅卫兵,,,2023|1|1|0|0|0,0,skin_dec,,,如果因其可爱的外表而轻视他们的话，你就要吃苦头了。,,,99,special_rare,,,,
130021,13002,ghostshield_lv1,守护灵,,,2023|1|1|0|0|0,0,skin_dec,,,“闲杂人等禁止靠近极寒塔。”,,,1,,,,,
130022,13002,ghostshield_lv2,守护灵,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“闲杂人等禁止靠近极寒塔。”,,,4,special_rare,,,,
130023,13002,ghostshield_lv3,守护灵（已用）,,,2023|1|1|0|0|0,0,skin_dec,,,“闲杂人等禁止靠近极寒塔。”,,,99,special_rare,,,,
130031,13003,bookworm_lv1,书虫,,,2023|1|1|0|0|0,0,skin_dec,,,书虫喜爱阅读，因为看完就能吃掉它了。,,,1,,,,,
130032,13003,bookworm_lv2,书虫,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,书虫喜爱阅读，因为看完就能吃掉它了。,,,4,special_rare,,,,
130033,13003,bookworm_lv3,书虫,,,2023|1|1|0|0|0,0,skin_dec,,,书虫喜爱阅读，因为看完就能吃掉它了。,,,99,special_rare,,,,
130041,13004,snakecharmer_lv1,蛇妖,,,2023|4|20|0|0|0,0,skin_dec,,,响尾蛇模仿水流，蛇妖则更方便。,,,1,,,,,
130042,13004,snakecharmer_lv2,蛇妖,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,响尾蛇模仿水流，蛇妖则更方便。,,,4,special_rare,,,,
130043,13004,snakecharmer_lv3,蛇妖,,,2023|4|20|0|0|0,0,skin_dec,,,响尾蛇模仿水流，蛇妖则更方便。,,,99,special_rare,,,,
130051,13005,fishcat_2_lv1,鱼猫,,,2023|1|1|0|0|0,0,skin_dec,,,水中是鱼，岸上是猫。,,,1,,,,,
130052,13005,fishcat_2_lv2,鱼猫,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,水中是鱼，岸上是猫。,,,4,special_rare,,,,
130053,13005,fishcat_2_lv3,鱼猫,,,2023|1|1|0|0|0,0,skin_dec,,,水中是鱼，岸上是猫。,,,99,special_rare,,,,
130061,13006,frosty_lv1,严霜,,,2023|1|1|0|0|0,0,skin_dec,,,“我族被称为严霜，喜欢温暖的抱抱。”,,,1,,,,,
130062,13006,frosty_lv2,严霜,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“我族被称为严霜，喜欢温暖的抱抱。”,,,4,special_rare,,,,
130063,13006,frosty_lv3,严霜--复苏,,2级专家牌士获得,2023|1|1|0|0|0,1,skin_dec2,严霜--复苏,skin_frosty_1,“我族被称为严霜，喜欢温暖的抱抱。”,,,2,special_rare,,,,
130064,13006,frosty_special1,严霜,,活动获得,2023|1|1|0|0|0,1,skin_dec2,严霜（异画皮肤）--圣诞,skin_frosty,“我族被称为严霜，喜欢温暖的抱抱。”,,,2,special_rare,,,,
130071,13007,snailmail_lv1,蜗牛信使,,,2023|1|1|0|0|0,0,skin_dec,,,“这充满尖刺的壳不会影响送信速度么？”“但它能让收件人闭嘴。”,,,1,,,,,
130072,13007,snailmail_lv2,蜗牛信使,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“这充满尖刺的壳不会影响送信速度么？”“但它能让收件人闭嘴。”,,,4,special_rare,,,,
130073,13007,snailmail_lv3,蜗牛信使,,,2023|1|1|0|0|0,0,skin_dec,,,“这充满尖刺的壳不会影响送信速度么？”“但它能让收件人闭嘴。”,,,99,special_rare,,,,
130074,13007,snailmail_special1,蜗牛信使--老员工,special_skin,活动获得,2023|1|1|0|0|0,1,skin_dec2,,skin_snailmail,如今，他已经不是当初那个听到投诉就要剑拔弩张的新人信使了。,,,2,special_epic,,,,
130081,13008,summitwitch_2_lv1_md,霜冻巫婆,,,2023|1|1|0|0|0,0,skin_dec,,,“冻上就不会觉得疼了。” --霜冻王国医疗准则,,,1,,,,,
130082,13008,summitwitch_2_lv2_md,霜冻巫婆,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“冻上就不会觉得疼了。” --霜冻王国医疗准则,,,4,special_rare,,,,
130083,13008,summitwitch_2_lv3_md,霜冻巫婆--冰女巫,special_skin,活动获得,2023|1|1|0|0|0,1,skin_dec2,霜冻巫婆--冰女巫,skin_summitwitch_2,“冻上就不会觉得疼了。” --霜冻王国医疗准则,,,2,special_epic,,,,
130091,13009,rock_monster_lv1,石巨人,,,2023|1|1|0|0|0,0,skin_dec,,,世间古老的元素之一，大陆最初的守护者。,,,1,,,,,
130092,13009,rock_monster_lv2,石巨人,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,世间古老的元素之一，大陆最初的守护者。,,,4,special_rare,,,,
130093,13009,rock_monster_lv3,石巨人,,,2023|1|1|0|0|0,0,skin_dec,,,世间古老的元素之一，大陆最初的守护者。,,,99,special_rare,,,,
130101,13010,plaster_lv1,阿飘,,,2023|1|1|0|0|0,0,skin_dec,,,“画个小圈圈诅咒你！”,,,1,,,,,
130102,13010,plaster_lv2,阿飘,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“画个小圈圈诅咒你！”,,,4,special_rare,,,,
130103,13010,plaster_lv3,阿飘,,,2023|1|1|0|0|0,0,skin_dec,,,“画个小圈圈诅咒你！”,,,99,special_rare,,,,
130111,13011,murble_lv1,奥能铁卫,,,2023|1|1|0|0|0,0,skin_dec,,,“退散吧，杂鱼。”,,,1,,,,,
130112,13011,murble_lv2,奥能铁卫,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“退散吧，杂鱼。”,,,4,special_rare,,,,
130113,13011,murble_lv3,奥能铁卫,,,2023|1|1|0|0|0,0,skin_dec,,,“退散吧，杂鱼。”,,,99,special_rare,,,,
130114,13011,murble_special1,奥能铁卫,special_skin,活动获得,2023|1|1|0|0|0,1,skin_dec2,奥能铁卫（异画皮肤）--皇家,skin_murble,“退散吧，杂鱼。”,,,2,special_epic,,,,
130121,13012,moonkey_lv1,魔术猴,,,2023|1|1|0|0|0,0,skin_dec,,,“为什么口音如此重的咒语能被成功施放呢？”--重伤的法师学徒,,,1,,,,,
130122,13012,moonkey_lv2,魔术猴,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“为什么口音如此重的咒语能被成功施放呢？”--重伤的法师学徒,,,4,special_rare,,,,
130123,13012,moonkey_lv3,魔术猴,,,2023|1|1|0|0|0,0,skin_dec,,,“为什么口音如此重的咒语能被成功施放呢？”--重伤的法师学徒,,,99,special_rare,,,,
130131,13013,cloudy_lv1,蒸汽,,,2023|4|20|0|0|0,0,skin_dec,,,“以风为形、以风为刃…其实不用加热也行的啦…”--元素导师,,,1,,,,,
130132,13013,cloudy_lv2,蒸汽,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,“以风为形、以风为刃…其实不用加热也行的啦…”--元素导师,,,4,special_rare,,,,
130133,13013,cloudy_lv3,蒸汽,,,2023|4|20|0|0|0,0,skin_dec,,,“以风为形、以风为刃…其实不用加热也行的啦…”--元素导师,,,99,special_rare,,,,
130141,13014,calamity_lv1,深海领主,,,2023|1|1|0|0|0,0,skin_dec,,,章鱼用吸盘吸附物体来移动，深海领主直接用尖刺扎入其中。,,,1,,,,,
130142,13014,calamity_lv2,深海领主,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,章鱼用吸盘吸附物体来移动，深海领主直接用尖刺扎入其中。,,,4,special_rare,,,,
130143,13014,calamity_lv3,深海领主,,,2023|1|1|0|0|0,0,skin_dec,,,章鱼用吸盘吸附物体来移动，深海领主直接用尖刺扎入其中。,,,99,special_rare,,,,
130144,13014,calamity_special1,深海领主--惊涛,special_skin,商店限时购买,2023|1|1|0|0|0,1,skin_dec2,深海领主--惊涛,skin_calamity,章鱼用吸盘吸附物体来移动，深海领主直接用尖刺扎入其中。,,,2,special_epic,,,,
130145,13014,calamity_special2,深海领主--克苏鲁,legend_skin_ksl,,2023|10|1|0|0|0,1,skin_dec2,深海领主--克苏鲁,skin_calamity_1,章鱼用吸盘吸附物体来移动，深海领主直接用尖刺扎入其中。,,,2,special_legend,,,,calamity_special2
130151,13015,archmage_lv1,大法师,,,2023|1|1|0|0|0,0,skin_dec,,,“能不能称为魔法师？没到三十岁，一切都很难说！”,,,1,,,,,
130152,13015,archmage_lv2,大法师,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“能不能称为魔法师？没到三十岁，一切都很难说！”,,,4,special_rare,,,,
130153,13015,archmage_lv3,大法师,,,2023|1|1|0|0|0,0,skin_dec,,,“能不能称为魔法师？没到三十岁，一切都很难说！”,,,99,special_rare,,,,
130161,13016,spiked_flake_lv1,尖刺雪灵,,,2023|4|20|0|0|0,0,skin_dec,,,美丽的东西都带刺。,,,1,,,,,
130162,13016,spiked_flake_lv2,尖刺雪灵,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,美丽的东西都带刺。,,,4,special_rare,,,,
130163,13016,spiked_flake_lv3,尖刺雪灵（已用）,,,2023|4|20|0|0|0,0,skin_dec,,,美丽的东西都带刺。,,,99,special_rare,,,,
130171,13017,magic_worm_lv1,魔能书虫,,,2023|1|1|0|0|0,0,skin_dec,,,误食魔法书籍的书虫。,,,1,,,,,
130172,13017,magic_worm_lv2,魔能书虫,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,误食魔法书籍的书虫。,,,4,special_rare,,,,
130173,13017,magic_worm_lv3,魔能书虫--博学,,天梯结算奖励,2023|1|1|0|0|0,1,skin_dec2,魔能书虫--博学,skin_magic_worm,误食魔法书籍的书虫。,,,2,special_rare,2|101,,,
130174,13017,magic_worm_special1,魔能书虫--先知,special_skin,活动获得,2023|1|1|0|0|0,1,skin_dec2,魔能书虫--先知,skin_magic_worm_special1,误食魔法书籍的书虫。,,,2,special_epic,,,,
130181,13018,snail_garder_2_lv1,蜗牛警卫,,,2023|4|20|0|0|0,0,skin_dec,,,“主人正在对弈《卡片怪兽》，请稍后再来。”,,,1,,,,,
130182,13018,snail_garder_2_lv2,蜗牛警卫,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,“主人正在对弈《卡片怪兽》，请稍后再来。”,,,4,special_rare,,,,
130183,13018,snail_garder_2_lv3,蜗牛警卫,,,2023|4|20|0|0|0,0,skin_dec,,,“主人正在对弈《卡片怪兽》，请稍后再来。”,,,99,special_rare,,,,
130191,13019,fishmon_lv1,鱼猫守护者,,,2023|1|1|0|0|0,0,skin_dec,,,油亮的表皮让魔法物品无法附着。,,,1,,,,,
130192,13019,fishmon_lv2,鱼猫守护者,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,油亮的表皮让魔法物品无法附着。,,,4,special_rare,,,,
130193,13019,fishmon_lv3,鱼猫守护者（已用）,,,2023|1|1|0|0|0,0,skin_dec,,,油亮的表皮让魔法物品无法附着。,,,99,special_rare,,,,
130194,13019,fishmon_special1,鱼猫守护者--深潜者,special_skin,活动获得,2023|1|1|0|0|0,0,skin_dec2,鱼猫守护者--深潜者,skin_fishmon,“我听到了深海的召唤……”,,,2,special_epic,,,,
130201,13020,arcane_spirit_lv1,奥术灵体,,,2023|4|20|0|0|0,0,skin_dec,,,“麻烦？不不不，不存在的东西怎么会是麻烦。”,,,1,,,,,
130202,13020,arcane_spirit_lv2,奥术灵体,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,“麻烦？不不不，不存在的东西怎么会是麻烦。”,,,4,special_rare,,,,
130203,13020,arcane_spirit_lv3,奥术灵体（已用）,,,2023|4|20|0|0|0,0,skin_dec,,,“麻烦？不不不，不存在的东西怎么会是麻烦。”,,,99,special_rare,,,,
130211,13021,squid_spurter_lv1,喷射乌贼,,,2023|4|20|0|0|0,0,skin_dec,,,墨汁既能用于冲锋，也能用于撤退。,,,1,,,,,
130212,13021,squid_spurter_lv2,喷射乌贼,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,墨汁既能用于冲锋，也能用于撤退。,,,4,special_rare,,,,
130213,13021,squid_spurter_lv3,喷射乌贼,,,2023|4|20|0|0|0,0,skin_dec,,,墨汁既能用于冲锋，也能用于撤退。,,,99,special_rare,,,,
130221,13022,fairy_mage_lv1,仙灵法师,,,2023|1|1|0|0|0,0,skin_dec,,,据说仙灵法师的能量来源是其永不离身的蜜壶。,,,1,,,,,
130222,13022,fairy_mage_lv2,仙灵法师,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,据说仙灵法师的能量来源是其永不离身的蜜壶。,,,4,special_rare,,,,
130223,13022,fairy_mage_special1_md,仙灵法师--小飞侠,special_skin,商店限时购买,2023|1|1|0|0|0,1,skin_dec2,仙灵法师--小飞侠,skin_fairy_mage,据说仙灵法师的能量来源是其永不离身的蜜壶。,,,2,special_epic,,,,
130231,13023,poisonous_jellyfish_lv1,毒刺水母,,,2023|1|1|0|0|0,0,skin_dec,,,“这是什么？”“毒刺水母！”,,,1,,,,,
130232,13023,poisonous_jellyfish_lv2,毒刺水母,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“这是什么？”“毒刺水母！”,,,4,special_rare,,,,
130233,13023,poisonous_jellyfish_lv3,毒刺水母（已用）,,,2023|1|1|0|0|0,0,skin_dec,,,“这是什么？”“毒刺水母！”,,,99,special_rare,,,,
130241,13024,magician_tutor_lv1,奥能导师,,,2024|10|20|0|0|0,0,skin_dec,,,现在，开始我们的魔法课程吧！,,,1,,,,,
130242,13024,magician_tutor_lv2,奥能导师,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,现在，开始我们的魔法课程吧！,,,4,special_rare,,,,
130243,13024,magician_tutor_lv3,奥能导师--超载,,新卡预购赠送,2024|10|20|0|0|0,1,skin_dec2,奥能导师--超载,skin_magician_tutor,现在，开始我们的魔法课程吧！,,,2,special_rare,1|93,,,
130244,13024,magician_tutor_special1,奥能导师--大主教,legend_skin_piaorou,商店购买,2024|10|20|0|0|0,1,skin_dec2,奥能导师--大主教,skin_magician_tutor2,现在，开始我们的魔法考核吧！,,,2,special_legend,,,,magician_tutor_special1
130251,13025,magical_dragon_lv1,魔法之龙,,,2023|4|20|0|0|0,0,skin_dec,,,“必须维护魔法的均衡！”,,,1,,,,,
130252,13025,magical_dragon_lv2,魔法之龙,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,“必须维护魔法的均衡！”,,,4,special_rare,,,,
130261,13026,support_mage_lv1,支援法师,,,2023|8|16|0|0|0,0,skin_dec,,,上吧！你已经被强化了！,,,1,,,,,
130262,13026,support_mage_lv2,支援法师,,升级至4级解锁,2023|8|16|0|0|0,0,skin_dec,,,上吧！你已经被强化了！,,,4,special_rare,,,,
130271,13027,energy_colossus_lv1,奥能魔像,,,2023|4|20|0|0|0,0,skin_dec,,,发现入侵者……消灭！,,,1,,,,,
130272,13027,energy_colossus_lv2,奥能魔像,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,发现入侵者……消灭！,,,4,special_rare,,,,
130281,13028,energy_defenser_lv1,奥能防卫者,,,2030|1|1|0|0|0,0,skin_dec,,,禁止……入内！,,,1,,,,,
130282,13028,energy_defenser_lv2,奥能防卫者,,升级至4级解锁,2030|1|1|0|0|0,0,skin_dec,,,禁止……入内！,,,4,special_rare,,,,
130291,13029,small_fairy_lv1,小仙灵,,,2030|1|1|0|0|0,0,skin_dec,,,灵活的走位可以防止治疗被击杀，所以她们会飞。,,,1,,,,,
